Platform,Post Timestamp,Likes,Shares,Comments,Engagement Rate,post_content,description
Twitter,53:13.3,793,135,123,36.28,tom cruise announces title new mission impossible film,title sixth mission impossible film mission impossible fallout announced films actor tom cruise shared look film seen hanging helicopter directed christopher mcquarrie star alec baldwin henry cavill scheduled release july
Twitter,58:42.2,857,193,210,48.39,parents association hc cbse exam paper leak,india parents association decided delhi high court seek courtmonitored probe cbse class class question paper leak leaks rocked confidence parents students question raised examination followed president association said
Instagram,30:57.5,731,138,474,32.82,pietersen retire says endless travel needs calm,england captain kevin pietersen revealed upcoming pakistan super league professional tournament cricketer pietersen announced news instagram writing journey absolutely amazing time loved endless goodbyes travel needs calm pietersen appeared tests odis tis england
Instagram,53:39.3,873,24,397,40.17,million fund launched blockchain vrar startups,usbased businesssoftware maker workday launching million workday ventures fund artificial intelligence ai blockchain augmented virtual reality statups comes company decided open cloud platform developers founded workday offers financial management analytics applications firms educational institutions government agencies
Facebook,24:02.3,610,55,232,46.48,fan designs german flag womens underwear world cup,german football fan created flag using womens undergarments black red yellow support german world cup team michael poppe installed flag bicycle initially concerned people indecent ive caused sensation perfect poppe said
Twitter,12:56.3,847,6,338,24.15,stop working actors dating rumour fernandez,jacqueline fernandez said stop working certain people linkup rumours important continue working know rumours true added jacqueline said according people say wrong way lead life
Twitter,03:33.1,90,141,99,19.41,racer escapes unhurt motorcycle runs body,thirtyyearold british superbike racer dan linfoot escaped unhurt despite run superbike championship netherlands linfoot lost control honda colliding bike run glenn irwin didnt time avoid collision taken hospital suspected pelvic injuries scans showed broken bones
LinkedIn,44:20.7,851,17,85,41.58,st cashless transaction lord krishna cm,praising pm narendra modis initiative cashless economy uttar pradesh chief minister yogi adityanath monday reportedly said cashless transaction years ago lord krishna help friend sudama asserted cashless transaction end corruption pm modi earlier asked bjp mps promote cashless economy n
LinkedIn,49:30.8,559,140,206,106.35,pictures canada celebrates th anniversary,canada saturday celebrated th anniversary day officially country selfgoverning dominion britain prime minister justin trudeau launched celebrations outside parliament irish rock band u performed audience celebrations joined prince charles mother uks queen elizabeth ii canadas head state
Facebook,02:45.6,161,91,490,88.33,patanjali partner amazon flipkart sales push,baba ramdevled patanjali ayurved likely partner leading etailers including amazon flipkart paytm mall push online sale fmcg products partnerships addition online portal patanjaliayurvednet patanjali earlier announced planning launch swadeshi line clothing women men children april
Twitter,47:03.7,601,14,205,31.29,class boy slapped times responding roll,private school teacher uttar pradeshs lucknow caught camera slapping class student times responding roll child said engrossed drawing did respond roll teacher later apologised childs parents filed fir
Facebook,28:29.9,57,9,219,23.83,tinder launches reactions let users feedback,dating app tinder wednesday launched feature called reactions let users instant animated feedbacks users tinder collaborated comedian whitney cummings launch reactions video named menprovement initiative new feature allows users react virtually throwing drink users chat screen roll eyes
LinkedIn,20:49.0,935,119,398,259.75,elon musk earn billion bonus yrs tesla,tesla ceo elon musk earn billion performance bonus electric carmakers market value currently billion rises billion years companys shareholders thursday approved compensation package musk billion stock option tranches tied companys market cap goals
Facebook,33:30.4,38,60,374,9.46,delhi model killed sedan rams car signal,yearold model abhishek narula killed road accident speeding honda city rammed car stopped red light delhis ashok vihar narula worked mumbai come meet family delhi diwali vacation friends injured accident
LinkedIn,17:21.3,199,58,411,16.82,shruti haasan quits sangamithra launch cannes,makers trilingual historic drama sangamithra announced shruti haasan decided quit lead actress films launch cannes film festival shrutis official statement decision hadnt received proper script date calendar commitment film span years
Facebook,07:49.9,280,191,450,30.84,ngt warns govt officials pay cuts stubble burning,national green tribunal ngt warned stop salaries government officials punjab haryana uttar pradesh rajasthan authorities failed provide action plan prevent stubble burning week comes nasa imageries cited cases stubble burning earlier year notably burning crop residue triggers heavy pollution delhincr
Instagram,07:14.6,9,9,424,14.97,astronaut performs live german band space,video showing german astronaut alexander gerst performing live kraftwerk band space revealed european space agency video gerst seen greeting band audience workplace international space station iss gersts musical instrument choices tablet computer virtual synthesizernn
LinkedIn,03:48.3,55,103,83,13.81,indian man gets yr jail molesting sleeping woman flight,yearold professional tamil nadu work visa awarded years prison molesting sleeping woman flight yearold victim caught man touching inappropriately said unzipped pants unbuttoned shirt accused prabhu ramamoorthy deported serving jail term
